Id,Weight,CityDistrict,DeliveryDateTime
4501,3.54,2,2024-09-02 00:01:01
4502,6.78,14,2024-09-01 04:11:11
4503,9.92,14,2024-09-01 18:04:04
4504,6.65,10,2024-09-01 20:31:31
4505,5.95,9,2024-09-01 23:58:58
4506,6.55,5,2024-09-01 18:36:36
4507,2.38,3,2024-09-01 18:39:39
4508,3.65,9,2024-09-02 00:20:20
4509,2.07,18,2024-09-01 14:19:19
4510,9.03,15,2024-09-01 12:43:43
4511,3.72,6,2024-09-01 21:44:44
4512,9.74,8,2024-09-01 19:09:09
4513,4.52,13,2024-09-02 02:32:32
4514,6.76,14,2024-09-01 13:55:55
4515,8.93,5,2024-09-01 09:31:31
4516,0.47,20,2024-09-01 23:50:50
4517,0.19,5,2024-09-02 02:57:57
4518,1.84,5,2024-09-01 07:29:29
4519,9.88,8,2024-09-01 20:45:45
4520,7.41,7,2024-09-01 14:07:07
4521,8.71,12,2024-09-01 14:21:21
4522,7.82,6,2024-09-01 05:29:29
4523,1.64,20,2024-09-01 22:30:30
4524,7.27,2,2024-09-01 19:23:23
4525,4.69,16,2024-09-02 02:23:23
4526,1.07,5,2024-09-01 13:55:55
4527,4.66,3,2024-09-01 16:41:41
4528,9.15,19,2024-09-01 23:33:33
4529,1.65,13,2024-09-01 13:35:35
4530,7.13,8,2024-09-01 17:22:22
4531,0.96,5,2024-09-01 22:53:53
4532,0.86,7,2024-09-01 08:26:26
4533,0.1,15,2024-09-01 15:02:02
4534,9.63,18,2024-09-01 21:43:43
4535,4.84,9,2024-09-01 05:38:38
4536,6.33,15,2024-09-01 10:41:41
4537,6.04,14,2024-09-01 22:27:27
4538,7.71,13,2024-09-02 02:52:52
4539,5.96,16,2024-09-01 22:46:46
4540,3.83,19,2024-09-01 16:17:17
4541,4.59,17,2024-09-01 06:49:49
4542,7.64,9,2024-09-01 07:16:16
4543,8.55,10,2024-09-01 22:36:36
4544,4.37,18,2024-09-01 19:26:26
4545,3.58,18,2024-09-01 14:33:33
4546,5.66,3,2024-09-01 06:01:01
4547,6.21,10,2024-09-01 12:03:03
4548,9.01,15,2024-09-01 22:20:20
4549,2.83,8,2024-09-01 09:32:32
4550,4.21,16,2024-09-01 03:02:02
4551,1.7,9,2024-09-01 15:44:44
4552,4.93,13,2024-09-01 18:44:44
4553,4.4,3,2024-09-02 02:25:25
4554,2.15,6,2024-09-02 02:23:23
4555,9.3,19,2024-09-01 07:38:38
4556,5.45,10,2024-09-01 05:19:19
4557,10,9,2024-09-01 09:28:28
4558,3.55,20,2024-09-01 21:10:10
4559,0.48,19,2024-09-01 18:15:15
4560,4.01,16,2024-09-01 20:20:20
4561,7.74,18,2024-09-02 00:48:48
4562,8.76,18,2024-09-01 13:49:49
4563,4.71,8,2024-09-01 06:22:22
4564,2.47,19,2024-09-01 17:17:17
4565,3.99,5,2024-09-02 00:55:55
4566,5.42,4,2024-09-01 12:05:05
4567,8.88,13,2024-09-01 21:18:18
4568,5.72,10,2024-09-01 22:49:49
4569,5.62,3,2024-09-01 14:23:23
4570,4.2,10,2024-09-01 18:35:35
4571,4.92,15,2024-09-01 04:19:19
4572,6.74,20,2024-09-01 06:38:38
4573,6.55,7,2024-09-01 14:20:20
4574,6.48,9,2024-09-01 18:39:39
4575,4.83,1,2024-09-01 17:09:09
4576,2.73,17,2024-09-01 22:10:10
4577,1.3,19,2024-09-01 16:26:26
4578,5.55,13,2024-09-01 10:02:02
4579,8.31,12,2024-09-02 01:44:44
4580,8.08,19,2024-09-01 10:03:03
4581,5.93,13,2024-09-01 04:00:00
4582,7.67,18,2024-09-01 03:40:40
4583,4.08,2,2024-09-01 15:50:50
4584,0.15,5,2024-09-01 19:13:13
4585,1.67,13,2024-09-02 00:21:21
4586,3.04,10,2024-09-01 09:13:13
4587,3.69,11,2024-09-01 11:28:28
4588,2.29,10,2024-09-01 18:57:57
4589,5.62,16,2024-09-02 02:35:35
4590,4.85,14,2024-09-01 06:59:59
4591,1.77,20,2024-09-01 08:26:26
4592,3.93,12,2024-09-01 19:22:22
4593,9.16,15,2024-09-01 23:11:11
4594,8.16,17,2024-09-01 13:14:14
4595,0.39,15,2024-09-01 08:21:21
4596,6.14,18,2024-09-01 12:39:39
4597,3.48,18,2024-09-01 09:33:33
4598,7.68,10,2024-09-01 15:55:55
4599,1.57,10,2024-09-01 10:16:16
4600,5.3,3,2024-09-01 14:11:11
4601,3.44,4,2024-09-01 20:45:45
4602,1.9,12,2024-09-01 07:21:21
4603,8.06,1,2024-09-01 17:00:00
4604,5.25,7,2024-09-01 04:48:48
4605,6.85,14,2024-09-01 15:04:04
4606,8.53,7,2024-09-01 08:42:42
4607,5.13,3,2024-09-01 12:47:47
4608,0.64,9,2024-09-01 07:14:14
4609,4.85,8,2024-09-01 16:21:21
4610,1.1,12,2024-09-01 17:49:49
4611,8.71,15,2024-09-01 09:45:45
4612,2.92,12,2024-09-01 20:45:45
4613,5.46,16,2024-09-01 16:43:43
4614,0.52,20,2024-09-01 14:43:43
4615,5.01,16,2024-09-01 15:59:59
4616,3.07,20,2024-09-01 20:22:22
4617,1.18,15,2024-09-01 07:00:00
4618,9.31,17,2024-09-01 20:19:19
4619,5.96,7,2024-09-01 15:50:50
4620,3.24,3,2024-09-01 04:31:31
4621,7.12,14,2024-09-01 03:34:34
4622,2.95,9,2024-09-01 14:08:08
4623,6.4,15,2024-09-01 14:15:15
4624,5.77,2,2024-09-01 12:48:48
4625,1.18,15,2024-09-01 08:23:23
4626,7.22,1,2024-09-01 13:42:42
4627,8.31,17,2024-09-02 02:52:52
4628,7.41,12,2024-09-01 07:35:35
4629,7.02,16,2024-09-01 20:12:12
4630,3.2,10,2024-09-01 16:00:00
4631,2.13,5,2024-09-01 06:10:10
4632,9.35,5,2024-09-02 02:27:27
4633,9.92,7,2024-09-02 01:32:32
4634,9.65,13,2024-09-01 07:07:07
4635,8.55,4,2024-09-01 09:05:05
4636,1.39,5,2024-09-01 06:59:59
4637,1.13,2,2024-09-01 23:05:05
4638,0.24,3,2024-09-01 11:07:07
4639,1.81,7,2024-09-01 13:19:19
4640,9.36,3,2024-09-01 08:19:19
4641,1.61,20,2024-09-01 13:33:33
4642,7.2,12,2024-09-01 16:31:31
4643,6.84,14,2024-09-01 22:35:35
4644,4.45,14,2024-09-01 21:56:56
4645,0.66,2,2024-09-01 06:43:43
4646,0.13,7,2024-09-01 03:29:29
4647,9.8,15,2024-09-01 10:43:43
4648,8.99,13,2024-09-01 18:28:28
4649,0.55,11,2024-09-02 02:22:22
4650,8.55,13,2024-09-02 01:43:43
4651,3.5,2,2024-09-01 03:26:26
4652,9.5,7,2024-09-01 22:32:32
4653,7.62,7,2024-09-02 01:42:42
4654,10,17,2024-09-01 08:33:33
4655,9.07,12,2024-09-01 04:08:08
4656,8.22,9,2024-09-01 20:25:25
4657,1.65,6,2024-09-01 22:30:30
4658,4.77,1,2024-09-01 14:59:59
4659,8.54,16,2024-09-01 04:16:16
4660,9.34,20,2024-09-01 19:46:46
4661,6.27,14,2024-09-01 07:10:10
4662,3.98,17,2024-09-01 21:46:46
4663,2.33,3,2024-09-01 12:49:49
4664,7.89,9,2024-09-01 18:16:16
4665,4.45,3,2024-09-01 08:18:18
4666,5.62,8,2024-09-01 10:23:23
4667,9.61,11,2024-09-01 22:25:25
4668,5.78,14,2024-09-01 14:43:43
4669,3.69,19,2024-09-01 23:23:23
4670,9.08,4,2024-09-01 21:56:56
4671,9.89,13,2024-09-01 20:13:13
4672,5.98,6,2024-09-01 06:12:12
4673,5.67,12,2024-09-01 18:04:04
4674,2.79,2,2024-09-01 11:02:02
4675,7.66,9,2024-09-01 03:01:01
4676,5.36,6,2024-09-01 04:27:27
4677,5,17,2024-09-02 01:49:49
4678,4.1,15,2024-09-01 23:08:08
4679,2.49,18,2024-09-01 20:27:27
4680,4.3,5,2024-09-01 15:50:50
4681,0.32,5,2024-09-02 01:30:30
4682,6.29,20,2024-09-01 06:34:34
4683,6.73,10,2024-09-01 18:11:11
4684,0.57,17,2024-09-01 06:34:34
4685,2.46,20,2024-09-01 07:23:23
4686,1.47,8,2024-09-01 18:41:41
4687,1.46,2,2024-09-01 22:05:05
4688,1.12,16,2024-09-01 03:43:43
4689,1.27,6,2024-09-02 01:56:56
4690,2.76,2,2024-09-01 21:59:59
4691,9.32,17,2024-09-01 18:56:56
4692,5.25,19,2024-09-01 13:50:50
4693,0.64,18,2024-09-02 00:31:31
4694,7.81,1,2024-09-01 20:16:16
4695,5.28,11,2024-09-01 03:10:10
4696,6.74,12,2024-09-01 15:56:56
4697,9.69,8,2024-09-01 09:21:21
4698,8.34,7,2024-09-01 21:34:34
4699,6.79,4,2024-09-01 05:43:43
4700,1.77,8,2024-09-01 04:50:50
4701,9.77,11,2024-09-01 06:16:16
4702,1.67,17,2024-09-01 05:23:23
4703,1.67,4,2024-09-01 09:10:10
4704,1.99,20,2024-09-01 21:28:28
4705,8.8,5,2024-09-01 08:59:59
4706,5.81,3,2024-09-02 01:06:06
4707,2.34,7,2024-09-01 20:31:31
4708,7.82,5,2024-09-02 01:34:34
4709,6.97,17,2024-09-01 11:06:06
4710,1.63,1,2024-09-01 20:36:36
4711,9.78,3,2024-09-01 13:47:47
4712,2.89,6,2024-09-01 23:43:43
4713,7.37,19,2024-09-02 00:34:34
4714,5.9,14,2024-09-01 16:29:29
4715,7.8,14,2024-09-01 08:05:05
4716,2.44,1,2024-09-02 00:40:40
4717,6.71,13,2024-09-02 00:08:08
4718,9.16,13,2024-09-01 13:56:56
4719,6.37,13,2024-09-02 00:35:35
4720,2,14,2024-09-01 04:40:40
4721,5.51,13,2024-09-01 05:59:59
4722,6.04,12,2024-09-01 21:38:38
4723,5.48,9,2024-09-01 03:13:13
4724,4.03,4,2024-09-01 04:55:55
4725,5.61,3,2024-09-01 21:02:02
4726,5.79,8,2024-09-01 19:27:27
4727,1.96,4,2024-09-01 18:18:18
4728,6.84,19,2024-09-02 00:16:16
4729,9.61,4,2024-09-01 05:04:04
4730,2.75,12,2024-09-01 10:26:26
4731,0.44,13,2024-09-01 23:31:31
4732,9.99,10,2024-09-01 14:10:10
4733,7.75,3,2024-09-01 12:36:36
4734,1.23,13,2024-09-01 09:11:11
4735,3.54,15,2024-09-01 05:01:01
4736,0.63,18,2024-09-01 21:17:17
4737,5.58,9,2024-09-02 01:42:42
4738,8.94,3,2024-09-01 06:53:53
4739,1.58,4,2024-09-01 04:08:08
4740,3.61,16,2024-09-01 13:07:07
4741,2.94,9,2024-09-01 13:02:02
4742,9.36,10,2024-09-01 10:39:39
4743,0.41,9,2024-09-01 04:57:57
4744,6.62,13,2024-09-01 06:05:05
4745,3.91,11,2024-09-01 18:43:43
4746,9.58,16,2024-09-01 04:41:41
4747,6.14,12,2024-09-02 00:32:32
4748,7.61,7,2024-09-02 00:28:28
4749,9.55,4,2024-09-01 17:29:29
4750,7.8,20,2024-09-01 14:37:37
4751,0.4,4,2024-09-01 15:27:27
4752,2.12,11,2024-09-01 12:13:13
4753,0.8,18,2024-09-01 07:31:31
4754,4.78,3,2024-09-01 11:34:34
4755,9.82,2,2024-09-01 08:22:22
4756,7.24,12,2024-09-02 01:03:03
4757,5.87,9,2024-09-01 06:56:56
4758,6.5,18,2024-09-01 07:33:33
4759,2.35,10,2024-09-01 14:15:15
4760,8.23,12,2024-09-01 07:50:50
4761,8.44,3,2024-09-01 21:30:30
4762,0.94,13,2024-09-01 23:31:31
4763,4.41,20,2024-09-02 02:47:47
4764,3.77,15,2024-09-01 10:58:58
4765,6.54,2,2024-09-01 17:36:36
4766,9.21,17,2024-09-01 18:20:20
4767,7.75,8,2024-09-01 12:50:50
4768,2.03,19,2024-09-01 18:12:12
4769,7.86,14,2024-09-01 05:35:35
4770,9.27,9,2024-09-01 06:54:54
4771,3.85,4,2024-09-01 23:43:43
4772,5.1,12,2024-09-01 11:46:46
4773,0.48,5,2024-09-01 23:07:07
4774,8.91,12,2024-09-01 20:49:49
4775,1.26,2,2024-09-01 19:01:01
4776,7.06,1,2024-09-01 04:30:30
4777,7.55,6,2024-09-01 17:30:30
4778,6.48,8,2024-09-01 17:24:24
4779,6.27,13,2024-09-01 11:34:34
4780,7.22,1,2024-09-01 21:32:32
4781,6.06,8,2024-09-01 07:31:31
4782,9.1,2,2024-09-01 19:20:20
4783,0.79,1,2024-09-01 23:34:34
4784,5.49,5,2024-09-01 23:10:10
4785,3.59,14,2024-09-01 15:53:53
4786,0.13,7,2024-09-01 20:50:50
4787,0.55,13,2024-09-01 18:03:03
4788,1.17,13,2024-09-01 19:04:04
4789,8.24,15,2024-09-02 01:54:54
4790,3.09,14,2024-09-01 21:09:09
4791,1.45,20,2024-09-01 09:12:12
4792,0.61,7,2024-09-02 02:11:11
4793,2.46,17,2024-09-01 07:17:17
4794,0.28,20,2024-09-01 16:12:12
4795,2.36,3,2024-09-01 08:58:58
4796,4.7,8,2024-09-01 08:21:21
4797,7.1,3,2024-09-01 21:37:37
4798,7.5,5,2024-09-01 18:14:14
4799,4.92,7,2024-09-02 02:26:26
4800,7.07,19,2024-09-01 15:02:02
4801,9.91,14,2024-09-01 05:56:56
4802,0.93,11,2024-09-01 16:30:30
4803,5.39,16,2024-09-02 02:33:33
4804,7.82,13,2024-09-02 02:04:04
4805,1.82,1,2024-09-01 12:54:54
4806,6.87,18,2024-09-01 16:40:40
4807,1.43,20,2024-09-01 17:05:05
4808,1.89,4,2024-09-01 09:04:04
4809,7.8,19,2024-09-01 03:25:25
4810,5.61,1,2024-09-01 07:53:53
4811,0.14,2,2024-09-02 00:43:43
4812,3.05,14,2024-09-01 22:39:39
4813,8.52,11,2024-09-01 20:02:02
4814,1.08,9,2024-09-01 09:44:44
4815,5.03,5,2024-09-02 02:50:50
4816,6.02,10,2024-09-01 18:08:08
4817,5.83,3,2024-09-01 18:58:58
4818,1.17,2,2024-09-01 07:11:11
4819,8.45,16,2024-09-01 16:21:21
4820,5.79,17,2024-09-01 16:13:13
4821,10.09,3,2024-09-01 04:55:55
4822,6.6,19,2024-09-02 01:37:37
4823,0.35,11,2024-09-01 05:53:53
4824,2.78,1,2024-09-01 05:42:42
4825,2.12,6,2024-09-01 23:59:59
4826,0.41,10,2024-09-02 02:46:46
4827,2.51,2,2024-09-01 08:43:43
4828,4.4,8,2024-09-01 09:59:59
4829,5.59,3,2024-09-01 13:59:59
4830,9.12,5,2024-09-01 19:38:38
4831,0.71,18,2024-09-01 06:10:10
4832,4.17,11,2024-09-01 18:19:19
4833,9.52,2,2024-09-01 20:32:32
4834,8.24,16,2024-09-01 07:43:43
4835,1.18,15,2024-09-01 12:36:36
4836,0.99,14,2024-09-01 12:15:15
4837,4.22,17,2024-09-01 16:28:28
4838,9.42,11,2024-09-01 05:13:13
4839,5.99,9,2024-09-02 02:30:30
4840,9.41,17,2024-09-01 07:21:21
4841,0.78,11,2024-09-01 16:35:35
4842,3.52,4,2024-09-02 00:04:04
4843,7.13,11,2024-09-01 11:55:55
4844,2.8,11,2024-09-01 12:54:54
4845,9.72,12,2024-09-01 10:49:49
4846,8.67,11,2024-09-01 18:51:51
4847,0.39,10,2024-09-01 04:14:14
4848,1.14,11,2024-09-01 12:26:26
4849,4.57,8,2024-09-01 10:58:58
4850,1.11,13,2024-09-01 17:38:38
4851,2.85,1,2024-09-01 08:40:40
4852,2.86,11,2024-09-01 19:29:29
4853,2.43,13,2024-09-01 09:51:51
4854,2.78,15,2024-09-01 17:03:03
4855,0.69,9,2024-09-01 11:47:47
4856,7.27,2,2024-09-01 13:03:03
4857,0.73,8,2024-09-01 18:39:39
4858,2.49,19,2024-09-01 16:04:04
4859,0.48,7,2024-09-01 09:03:03
4860,3.18,17,2024-09-02 01:00:00
4861,7.12,10,2024-09-02 00:43:43
4862,3.25,8,2024-09-01 15:11:11
4863,6.39,2,2024-09-01 10:44:44
4864,4.49,2,2024-09-01 06:07:07
4865,3.97,8,2024-09-01 23:51:51
4866,6.09,8,2024-09-01 19:20:20
4867,2.81,7,2024-09-01 03:45:45
4868,2.3,20,2024-09-01 19:52:52
4869,9.3,14,2024-09-01 12:30:30
4870,9.35,18,2024-09-02 00:41:41
4871,9.93,6,2024-09-01 07:51:51
4872,6.91,11,2024-09-02 02:56:56
4873,5.58,4,2024-09-01 17:21:21
4874,5.62,19,2024-09-01 16:19:19
4875,1.31,16,2024-09-01 03:49:49
4876,6.69,7,2024-09-01 06:33:33
4877,4.79,13,2024-09-01 04:36:36
4878,1.64,12,2024-09-01 06:37:37
4879,4.7,16,2024-09-01 22:30:30
4880,9.74,3,2024-09-01 06:15:15
4881,3.73,2,2024-09-02 02:50:50
4882,3.44,11,2024-09-01 19:07:07
4883,8.96,20,2024-09-01 04:48:48
4884,6.95,9,2024-09-01 11:07:07
4885,6.69,12,2024-09-01 21:35:35
4886,2.26,19,2024-09-02 01:42:42
4887,3.3,17,2024-09-01 14:30:30
4888,7.74,10,2024-09-01 12:48:48
4889,0.42,4,2024-09-01 14:12:12
4890,4.67,10,2024-09-01 08:25:25
4891,0.15,11,2024-09-01 08:16:16
4892,7.36,6,2024-09-01 09:03:03
4893,1.2,15,2024-09-01 22:27:27
4894,5.07,16,2024-09-01 21:51:51
4895,8.26,9,2024-09-01 16:57:57
4896,2.04,12,2024-09-02 01:44:44
4897,2.67,2,2024-09-01 14:53:53
4898,0.12,10,2024-09-01 13:47:47
4899,6.01,18,2024-09-01 12:34:34
4900,8.49,17,2024-09-01 20:09:09
4901,0.93,15,2024-09-01 05:45:45
4902,5.03,10,2024-09-01 06:28:28
4903,9.47,19,2024-09-02 01:45:45
4904,9.89,3,2024-09-01 23:23:23
4905,2.02,2,2024-09-01 10:18:18
4906,9.57,9,2024-09-01 09:33:33
4907,4.06,18,2024-09-01 09:02:02
4908,3.16,13,2024-09-01 15:08:08
4909,6.59,17,2024-09-01 21:16:16
4910,8.6,6,2024-09-01 09:46:46
4911,2.26,18,2024-09-01 23:54:54
4912,1.96,11,2024-09-01 18:11:11
4913,2.63,2,2024-09-01 04:38:38
4914,3.15,12,2024-09-01 15:07:07
4915,2.99,19,2024-09-01 08:24:24
4916,4.03,2,2024-09-01 07:04:04
4917,2.01,17,2024-09-01 22:43:43
4918,9.33,9,2024-09-01 07:45:45
4919,4.46,16,2024-09-02 00:08:08
4920,2.73,3,2024-09-01 05:51:51
4921,8.22,17,2024-09-02 02:18:18
4922,7.78,20,2024-09-01 22:42:42
4923,7.71,17,2024-09-01 22:11:11
4924,1.59,2,2024-09-01 17:21:21
4925,0.35,17,2024-09-02 01:25:25
4926,5.81,14,2024-09-01 10:47:47
4927,4.28,4,2024-09-01 23:39:39
4928,8.72,8,2024-09-01 17:00:00
4929,1.07,14,2024-09-01 03:43:43
4930,8.02,7,2024-09-01 18:57:57
4931,4.77,11,2024-09-01 14:57:57
4932,5.43,11,2024-09-01 13:27:27
4933,5.62,8,2024-09-01 13:02:02
4934,1.17,19,2024-09-01 13:17:17
4935,9.46,7,2024-09-02 00:59:59
4936,0.97,9,2024-09-01 09:38:38
4937,5.48,7,2024-09-02 01:45:45
4938,1.51,18,2024-09-01 07:17:17
4939,5.92,12,2024-09-01 03:26:26
4940,6.04,14,2024-09-01 08:42:42
4941,4.87,17,2024-09-01 05:31:31
4942,8.75,4,2024-09-01 20:27:27
4943,6.22,17,2024-09-01 21:56:56
4944,7,15,2024-09-01 05:59:59
4945,9.68,9,2024-09-01 11:15:15
4946,2.88,10,2024-09-01 06:47:47
4947,2.25,16,2024-09-01 03:44:44
4948,5.59,6,2024-09-01 15:36:36
4949,0.24,9,2024-09-01 05:30:30
4950,9.5,17,2024-09-01 19:31:31
4951,8.75,19,2024-09-01 11:56:56
4952,6.24,8,2024-09-01 03:12:12
4953,4.85,16,2024-09-01 20:20:20
4954,2.66,7,2024-09-01 18:18:18
4955,5.86,6,2024-09-01 14:49:49
4956,6.53,15,2024-09-01 14:49:49
4957,0.71,4,2024-09-01 08:32:32
4958,0.99,14,2024-09-01 10:20:20
4959,4.01,13,2024-09-01 17:08:08
4960,6.48,2,2024-09-01 07:39:39
4961,8.53,8,2024-09-02 01:45:45
4962,0.71,16,2024-09-01 06:47:47
4963,7.15,10,2024-09-01 12:44:44
4964,1.37,8,2024-09-01 12:26:26
4965,5.38,16,2024-09-01 16:40:40
4966,7.69,11,2024-09-01 22:36:36
4967,8.18,18,2024-09-01 04:02:02
4968,5.72,9,2024-09-02 00:36:36
4969,3.29,14,2024-09-02 01:17:17
4970,2.32,14,2024-09-01 18:47:47
4971,1.51,18,2024-09-01 23:04:04
4972,8.15,15,2024-09-01 13:43:43
4973,6.67,1,2024-09-01 06:08:08
4974,4.38,4,2024-09-02 00:59:59
4975,8.61,16,2024-09-01 08:25:25
4976,10.01,13,2024-09-01 06:17:17
4977,7.02,3,2024-09-01 13:59:59
4978,7.94,16,2024-09-01 08:00:00
4979,3.06,19,2024-09-02 01:31:31
4980,7.91,3,2024-09-01 19:17:17
4981,1.24,20,2024-09-01 22:32:32
4982,0.98,13,2024-09-01 08:01:01
4983,7.25,5,2024-09-01 07:14:14
4984,6.61,15,2024-09-01 19:53:53
4985,8.52,9,2024-09-01 13:13:13
4986,2.79,14,2024-09-01 08:11:11
4987,4.19,11,2024-09-01 14:03:03
4988,4.79,5,2024-09-02 00:42:42
4989,9.59,1,2024-09-01 11:10:10
4990,1.94,18,2024-09-01 17:03:03
4991,4.87,9,2024-09-01 12:57:57
4992,1.72,12,2024-09-01 12:06:06
4993,5.86,1,2024-09-01 22:22:22
4994,2.92,4,2024-09-01 23:24:24
4995,0.53,18,2024-09-01 23:07:07
4996,2.71,3,2024-09-02 01:20:20
4997,2.13,10,2024-09-01 22:14:14
4998,6.52,9,2024-09-01 04:34:34
4999,3.89,11,2024-09-01 03:03:03
5000,1.21,9,2024-09-01 13:24:24
5001,1.27,17,2024-09-01 21:21:21
5002,10.03,19,2024-09-02 00:15:15
5003,3.23,18,2024-09-01 16:09:09
5004,2.06,13,2024-09-01 07:51:51
5005,0.73,15,2024-09-02 00:30:30
5006,0.54,4,2024-09-01 04:15:15
5007,2.92,16,2024-09-01 20:59:59
5008,0.9,3,2024-09-01 07:31:31
5009,8.62,12,2024-09-01 22:16:16
5010,3.03,14,2024-09-01 18:08:08
5011,7.49,6,2024-09-01 11:40:40
5012,7.37,13,2024-09-01 11:14:14
5013,6.84,1,2024-09-02 00:59:59
5014,6.46,20,2024-09-01 17:35:35
5015,5.21,13,2024-09-02 00:51:51
5016,5.71,13,2024-09-01 06:43:43
5017,2.07,10,2024-09-01 06:57:57
5018,1.99,12,2024-09-01 11:50:50
5019,8.75,13,2024-09-01 18:22:22
5020,9.2,5,2024-09-01 19:38:38
5021,7.37,13,2024-09-01 11:49:49
5022,7.47,19,2024-09-02 02:46:46
5023,8.97,10,2024-09-01 14:10:10
5024,3.43,9,2024-09-01 20:28:28
5025,9.17,20,2024-09-01 15:17:17
5026,8.89,8,2024-09-01 05:59:59
5027,7.75,17,2024-09-01 07:55:55
5028,3.72,18,2024-09-01 14:10:10
5029,5.45,8,2024-09-01 06:37:37
5030,2.03,7,2024-09-02 00:14:14
5031,7.57,10,2024-09-01 19:19:19
5032,4.99,7,2024-09-01 18:53:53
5033,6.55,14,2024-09-01 06:04:04
5034,1.99,8,2024-09-01 23:25:25
5035,1.53,17,2024-09-01 23:13:13
5036,0.8,15,2024-09-02 02:51:51
5037,1.41,1,2024-09-01 03:06:06
5038,7.4,13,2024-09-01 06:24:24
5039,9.28,11,2024-09-01 20:15:15
5040,6.9,17,2024-09-01 20:00:00
5041,1.91,14,2024-09-01 23:19:19
5042,2.67,11,2024-09-01 23:37:37
5043,5.98,18,2024-09-02 00:04:04
5044,0.6,10,2024-09-01 09:36:36
5045,9.13,9,2024-09-02 02:04:04
5046,0.24,17,2024-09-01 15:09:09
5047,8.28,20,2024-09-02 02:27:27
5048,9.19,8,2024-09-02 00:46:46
5049,8.98,7,2024-09-01 03:50:50
5050,9.31,9,2024-09-01 14:57:57
5051,1.3,1,2024-09-01 10:09:09
5052,4.52,4,2024-09-01 13:58:58
5053,8.85,11,2024-09-01 16:04:04
5054,5.2,7,2024-09-01 15:20:20
5055,4.11,6,2024-09-02 02:48:48
5056,1.39,9,2024-09-01 03:54:54
5057,3.13,14,2024-09-01 20:58:58
5058,9.39,4,2024-09-01 19:47:47
5059,5.26,10,2024-09-02 01:24:24
5060,1.08,10,2024-09-01 22:55:55
5061,7.51,11,2024-09-01 22:25:25
5062,1.07,18,2024-09-01 19:00:00
5063,1.19,19,2024-09-02 02:28:28
5064,9.92,14,2024-09-01 23:41:41
5065,1.99,9,2024-09-01 15:02:02
5066,1.28,13,2024-09-01 19:31:31
5067,2.78,18,2024-09-02 01:23:23
5068,8.02,12,2024-09-01 13:04:04
5069,2.85,7,2024-09-01 11:38:38
5070,7.35,5,2024-09-01 14:04:04
5071,3.53,9,2024-09-02 01:39:39
5072,5.01,5,2024-09-01 23:33:33
5073,2.83,12,2024-09-01 21:31:31
5074,8.08,5,2024-09-02 02:21:21
5075,4.9,20,2024-09-01 06:41:41
5076,6.29,16,2024-09-01 21:23:23
5077,0.67,19,2024-09-01 23:51:51
5078,4.02,2,2024-09-01 17:55:55
5079,6.06,18,2024-09-01 08:28:28
5080,7.77,12,2024-09-01 21:18:18
5081,9.96,12,2024-09-01 04:36:36
5082,4.01,14,2024-09-02 01:30:30
5083,8.7,3,2024-09-02 01:58:58
5084,6.61,20,2024-09-01 21:37:37
5085,9.52,4,2024-09-01 15:11:11
5086,3.19,8,2024-09-01 16:46:46
5087,7.96,20,2024-09-01 21:41:41
5088,6.2,11,2024-09-01 17:54:54
5089,2.82,18,2024-09-01 12:10:10
5090,3.34,15,2024-09-01 10:10:10
5091,7.42,8,2024-09-02 00:55:55
5092,9.76,2,2024-09-01 08:34:34
5093,1.35,11,2024-09-01 15:11:11
5094,5.23,13,2024-09-01 19:01:01
5095,9.78,6,2024-09-01 07:44:44
5096,1.81,18,2024-09-01 04:41:41
5097,3.2,5,2024-09-02 01:47:47
5098,2.48,1,2024-09-01 21:17:17
5099,9.99,7,2024-09-01 14:45:45
5100,10.01,9,2024-09-01 20:08:08
5101,2.65,2,2024-09-02 01:43:43
5102,6.91,16,2024-09-01 12:07:07
5103,1.78,17,2024-09-01 05:27:27
5104,8.47,9,2024-09-01 21:52:52
5105,9.77,1,2024-09-01 06:55:55
5106,5.58,12,2024-09-01 16:26:26
5107,6.94,6,2024-09-01 13:33:33
5108,3.34,1,2024-09-01 18:21:21
5109,3,6,2024-09-01 19:36:36
5110,2.93,11,2024-09-01 22:58:58
5111,0.82,3,2024-09-01 20:16:16
5112,8.17,16,2024-09-02 01:12:12
5113,5.43,14,2024-09-01 10:13:13
5114,8.69,15,2024-09-01 21:42:42
5115,3.05,8,2024-09-01 10:02:02
5116,9.42,14,2024-09-01 21:08:08
5117,9.24,17,2024-09-02 02:00:00
5118,7.3,11,2024-09-01 20:00:00
5119,1.39,12,2024-09-01 04:31:31
5120,6.01,19,2024-09-01 17:27:27
5121,6.49,3,2024-09-01 19:12:12
5122,0.9,3,2024-09-01 22:47:47
5123,1.75,10,2024-09-01 13:10:10
5124,9.09,15,2024-09-01 15:29:29
5125,2.08,2,2024-09-01 22:08:08
5126,4.8,16,2024-09-01 04:07:07
5127,5.76,12,2024-09-01 22:04:04
5128,8.47,7,2024-09-01 05:51:51
5129,1.95,2,2024-09-01 03:03:03
5130,6.44,8,2024-09-01 13:17:17
5131,1.69,8,2024-09-01 16:05:05
5132,3.2,10,2024-09-01 03:42:42
5133,2.31,1,2024-09-01 23:59:59
5134,6.18,19,2024-09-02 02:07:07
5135,4.6,18,2024-09-01 14:20:20
